mahalla_id,shabiya_ar,shabiya_en,mahalla_ar,libyan_hh_households,libyan_hh_libyans,libyan_hh_non_libyans,libyan_hh_persons,non_libyan_hh_households,non_libyan_hh_libyans,non_libyan_hh_non_libyans,non_libyan_hh_persons,households,libyans,non_libyans,persons,identity_failures,imputed_cells,page,source_document,source_sha256
Misrata-023,مصراته,Misrata,مقاس,3077,21244,113,21357,179,59,728,787,3256,21303,841,22144,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-024,مصراته,Misrata,غزوان,180,1281,2,1283,1,2,2,4,181,1283,4,1287,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-025,مصراته,Misrata,المربوعة,430,2667,4,2671,4,5,16,21,434,2672,20,2692,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-026,مصراته,Misrata,ابو راوي,696,4142,32,4174,31,5,108,113,727,4147,140,4287,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-027,مصراته,Misrata,الوحدة,476,2951,3,2954,11,16,48,64,487,2967,51,3018,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-028,مصراته,Misrata,ابو عمود,415,2437,16,2453,39,7,179,186,454,2444,195,2639,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-029,مصراته,Misrata,السند,187,1172,5,1177,29,5,168,173,216,1177,173,1350,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-030,مصراته,Misrata,ميمون,445,2453,9,2462,77,7,214,221,522,2460,223,2683,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-031,مصراته,Misrata,الخرماني,695,4619,17,4636,20,3,98,101,715,4622,115,4737,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-032,مصراته,Misrata,بو نجرة,1002,5904,13,5917,49,13,117,130,1051,5917,130,6047,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-033,مصراته,Misrata,ابو راس,355,2246,1,2247,18,2,40,42,373,2248,41,2289,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-034,مصراته,Misrata,سوف الجين,425,2381,10,2391,13,0,24,24,438,2381,34,2415,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-035,مصراته,Misrata,البلدية,1429,8147,129,8276,506,64,2442,2506,1935,8211,2571,10782,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-036,مصراته,Misrata,شميخ,940,5528,27,5555,87,16,426,442,1027,5544,453,5997,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-037,مصراته,Misrata,الثنية البيضاء,1158,7104,84,7188,118,50,535,585,1276,7154,619,7773,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-038,مصراته,Misrata,الظهره,996,6419,15,6434,67,27,272,299,1063,6446,287,6733,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-039,مصراته,Misrata,تينيناي,640,4060,13,4073,26,17,111,128,666,4077,124,4201,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-040,مصراته,Misrata,المنطرحة,1993,10796,140,10936,958,91,2676,2767,2951,10887,2816,13703,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-041,مصراته,Misrata,ابوجريدة,956,5464,13,5477,57,3,137,140,1013,5467,150,5617,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-042,مصراته,Misrata,البازة,1483,8604,73,8677,122,56,491,547,1605,8660,564,9224,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-043,مصراته,Misrata,كادوش,1519,8603,69,8672,197,40,521,561,1716,8643,590,9233,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-044,مصراته,Misrata,الشيخ,1570,8212,118,8330,453,58,1397,1455,2023,8270,1515,9785,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-045,مصراته,Misrata,ابو رقية,791,4269,27,4296,174,22,719,741,965,4291,746,5037,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-046,مصراته,Misrata,ازدو الجنوبية,1256,7182,38,7220,178,29,608,637,1434,7211,646,7857,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-047,مصراته,Misrata,ازدو الشمالية,1550,9646,40,9686,67,4,260,264,1617,9650,300,9950,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-048,مصراته,Misrata,السبعة,1821,11362,61,11423,58,6,213,219,1879,11368,274,11642,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-049,مصراته,Misrata,القاعة,1422,8693,57,8750,61,14,179,193,1483,8707,236,8943,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-050,مصراته,Misrata,ادواو,758,4740,19,4759,66,1,111,112,824,4741,130,4871,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-051,مصراته,Misrata,ماجر,2113,14047,60,14107,254,46,488,534,2367,14093,548,14641,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-052,مصراته,Misrata,الدافنية / زليتن,2403,15767,61,15828,167,20,407,427,2570,15787,468,16255,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-053,مصراته,Misrata,الجهاد,659,4391,15,4406,2,0,2,2,661,4391,17,4408,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-054,مصراته,Misrata,الظهيرة,1192,7155,19,7174,55,4,152,156,1247,7159,171,7330,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-055,مصراته,Misrata,القصبة,1651,10877,69,10946,138,35,352,387,1789,10912,421,11333,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-056,مصراته,Misrata,مغر غرين,730,4508,26,4534,57,25,174,199,787,4533,200,4733,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-057,مصراته,Misrata,كعام \زليتن,1960,11230,73,11303,151,37,344,381,2111,11267,417,11684,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-058,مصراته,Misrata,القزاحية,671,4434,21,4455,26,5,90,95,697,4439,111,4550,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Misrata-059,مصراته,Misrata,الغويلات,1428,8803,62,8865,114,24,356,380,1542,8827,418,9245,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-مصراتة-لسنة-2006م.pdf,9bd2d712f9fc7fa3533c452fd699eb83f1c031dd85f1923c4d53f343b6b98c1d
Nalut-001,نالوت,Nalut,سيدي خليفة,1397,7305,22,7327,29,6,111,117,1426,7311,133,7444,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-002,نالوت,Nalut,القصر,462,2305,12,2317,135,4,481,485,597,2309,493,2802,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-003,نالوت,Nalut,شداد,1223,6583,13,6596,102,28,222,250,1325,6611,235,6846,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-004,نالوت,Nalut,الهمالية,849,5463,34,5497,174,56,563,619,1023,5519,597,6116,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-005,نالوت,Nalut,الغزايا,284,1570,1,1571,14,4,59,63,298,1574,60,1634,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-006,نالوت,Nalut,اولاد محمود,293,1483,3,1486,14,2,49,51,307,1485,52,1537,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-007,نالوت,Nalut,المجابرة,309,1646,10,1656,37,8,103,111,346,1654,113,1767,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-008,نالوت,Nalut,الجنوبية \ كباو,574,3248,4,3252,45,9,162,171,619,3257,166,3423,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-009,نالوت,Nalut,الشمالية \ كباو,506,2800,3,2803,22,2,46,48,528,2802,49,2851,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-010,نالوت,Nalut,طمزرين الهمايلة,655,4011,6,4017,46,3,72,75,701,4014,78,4092,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-011,نالوت,Nalut,اولاد سلام,164,1328,4,1332,15,1,22,23,179,1329,26,1355,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-012,نالوت,Nalut,تيجي,810,5272,34,5306,104,30,301,331,914,5302,335,5637,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-013,نالوت,Nalut,الحوامد,467,3248,9,3257,92,10,454,464,559,3258,463,3721,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-014,نالوت,Nalut,الجوش,500,2654,31,2685,38,12,166,178,538,2666,197,2863,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-015,نالوت,Nalut,اولاد احمد,250,1540,10,1550,60,8,139,147,310,1548,149,1697,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-016,نالوت,Nalut,ظهرة الماجن,241,1354,3,1357,23,1,51,52,264,1355,54,1409,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-017,نالوت,Nalut,اولاد شراد,370,2158,7,2165,8,7,42,49,378,2165,49,2214,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-018,نالوت,Nalut,بدر,545,2985,26,3011,35,10,79,89,580,2995,105,3100,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-019,نالوت,Nalut,وازن,630,3749,11,3760,20,5,84,89,650,3754,95,3849,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-020,نالوت,Nalut,الحرابة الغربية,678,3757,0,3757,22,2,70,72,700,3759,70,3829,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-021,نالوت,Nalut,الوسط \ الحرابة,247,1439,8,1447,15,0,45,45,262,1439,53,1492,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-022,نالوت,Nalut,الشرقية \ الحرابة,596,3252,11,3263,68,11,214,225,664,3263,225,3488,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-023,نالوت,Nalut,سيناون,466,2897,25,2922,105,5,387,392,571,2902,412,3314,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-024,نالوت,Nalut,درج,642,4391,31,4422,120,42,476,518,762,4433,507,4940,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-025,نالوت,Nalut,بنغستان,333,2321,21,2342,59,7,253,260,392,2328,274,2602,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-026,نالوت,Nalut,وليد,758,4738,32,4770,58,55,285,340,816,4793,317,5110,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-027,نالوت,Nalut,وازيت,462,2672,9,2681,68,12,174,186,530,2684,183,2867,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Nalut-028,نالوت,Nalut,افوغاس,240,1228,34,1262,86,35,600,635,326,1263,634,1897,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-نالوت-لسنة-2006م.pdf,91174499e2ab56935ac00a191069014231ed1af9170c21a7581f10259e3b1e5a
Wadi al Hayaa-001,وادي الحياة,Wadi al Hayaa,اوباري,4355,25720,180,25900,437,143,1359,1502,4792,25863,1539,27402,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-002,وادي الحياة,Wadi al Hayaa,الغريفة,990,6525,65,6590,180,47,678,725,1170,6572,743,7315,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-003,وادي الحياة,Wadi al Hayaa,القعيرات,923,5489,41,5530,138,28,344,372,1061,5517,385,5902,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-004,وادي الحياة,Wadi al Hayaa,جرمة,513,3435,19,3454,27,14,84,98,540,3449,103,3552,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-005,وادي الحياة,Wadi al Hayaa,بريك,740,4377,25,4402,63,23,175,198,803,4400,200,4600,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-006,وادي الحياة,Wadi al Hayaa,تويوة,448,2696,6,2702,24,9,69,78,472,2705,75,2780,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-007,وادي الحياة,Wadi al Hayaa,الشمالية \ الغريفة,918,5346,34,5380,167,40,504,544,1085,5386,538,5924,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-008,وادي الحياة,Wadi al Hayaa,بنت بية \ المركز,752,4505,39,4544,122,16,359,375,874,4521,398,4919,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-009,وادي الحياة,Wadi al Hayaa,بنت بية \ الشمالية,629,3964,28,3992,194,25,435,460,823,3989,463,4452,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-010,وادي الحياة,Wadi al Hayaa,بنت بية \ الغربية,275,1629,15,1644,78,11,248,259,353,1640,263,1903,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-011,وادي الحياة,Wadi al Hayaa,بنت بية \ الوسطى,686,4379,37,4416,235,26,649,675,921,4405,686,5091,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
Wadi al Hayaa-012,وادي الحياة,Wadi al Hayaa,بنت بية \ الجنوبية,316,2259,15,2274,54,5,139,144,370,2264,154,2418,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-وادي-الحياة-لسنة-2006م.pdf,04e835c1759e8142629248766c7a5cb81326b055f4f3c8179be4956dd13870d2
